fold,L_id,split
2,L1905,train
2,L1906,train
2,L1908,train
2,L2059,train
2,L2060,train
2,L2061,train
2,L2062,train
2,L2063,train
2,L2064,train
2,L2066,train
2,L2067,train
2,L2068,train
2,L2072,train
2,L2076,train
2,L2077,train
2,L2079,train
2,L2082,train
2,L2083,train
2,L2084,train
2,L2085,train
2,L2087,train
2,L2088,train
2,L2090,train
2,L2091,train
2,L2092,train
2,L2093,train
2,L2094,train
2,L2095,train
2,L2097,train
2,L2098,train
2,L2099,train
2,L2100,train
2,L2101,train
2,L2102,train
2,L2103,train
2,L2104,train
2,L2108,train
2,L2109,train
2,L2110,train
2,L2112,train
2,L2113,train
2,L2114,train
2,L2115,train
2,L2116,train
2,L2117,train
2,L2120,train
2,L2128,train
2,L2147,train
2,L2150,train
2,L2152,train
2,L2154,train
2,L2162,train
2,L2167,train
2,L2169,train
2,L2171,train
2,L2172,train
2,L2173,train
2,L2174,train
2,L2175,train
2,L2176,train
2,L2178,train
2,L2180,train
2,L2181,train
2,L2182,train
2,L2183,train
2,L2188,train
2,L2192,train
2,L2193,train
2,L2194,train
2,L2195,train
2,L2196,train
2,L2201,train
2,L2203,train
2,L2204,train
2,L2206,train
2,L2225,train
2,L2226,train
2,L2231,train
2,L2232,train
2,L2235,train
2,L2237,train
2,L2239,train
2,L2242,train
2,L2498,train
2,L2501,train
2,L2505,train
2,L2513,train
2,L2515,train
2,L2516,train
2,L2519,train
2,L2529,train
2,L2530,train
2,L2545,train
2,L2553,train
2,L2556,train
2,L2558,train
2,L2559,train
2,L2560,train
2,L2562,train
2,L2563,train
2,L2568,train
2,L2570,train
2,L2571,train
2,L2584,train
2,L2585,train
2,L2696,train
2,L2706,train
2,L2747,train
2,L2748,train
2,L2751,train
2,L2752,train
2,L2753,train
2,L2761,train
2,L2764,train
2,L2765,train
2,L2768,train
2,L2770,train
2,L2771,train
2,L2772,train
2,L2773,train
2,L2775,train
2,L2776,train
2,L2778,train
2,L2779,train
2,L2780,train
2,L2782,train
2,L2783,train
2,L2784,train
2,L2785,train
2,L2786,train
2,L2788,train
2,L2789,train
2,L2790,train
2,L2792,train
2,L2793,train
2,L2795,train
2,L2796,train
2,L2798,train
2,L2799,train
2,L2802,train
2,L2804,train
2,L3236,train
2,L2805,train
2,L2807,train
2,L2811,train
2,L2817,train
2,L2818,train
2,L2819,train
2,L2830,train
2,L2832,train
2,L2835,train
2,L2837,train
2,L2838,train
2,L2839,train
2,L2840,train
2,L2841,train
2,L2842,train
2,L2843,train
2,L2845,train
2,L2846,train
2,L2847,train
2,L2848,train
2,L2849,train
2,L2852,train
2,L2853,train
2,L2854,train
2,L2862,train
2,L2866,train
2,L2867,train
2,L2868,train
2,L2870,train
2,L2872,train
2,L2874,train
2,L2877,train
2,L2883,train
2,L2890,train
2,L2894,train
2,L2897,train
2,L2899,train
2,L2900,train
2,L2908,train
2,L2909,train
2,L2911,train
2,L2918,train
2,L2921,train
2,L2922,train
2,L2923,train
2,L2936,train
2,L2946,train
2,L2960,train
2,L2991,train
2,L3006,train
2,L3007,train
2,L3010,train
2,L3019,train
2,L3023,train
2,L3024,train
2,L3027,train
2,L3028,train
2,L3029,train
2,L3102,train
2,L3131,train
2,L3136,train
2,L3180,train
2,L3182,train
2,L3184,train
2,L3186,train
2,L3403,train
2,L3406,train
2,L3407,train
2,L3411,train
2,L3414,train
2,L3415,train
2,L3422,train
2,L3425,train
2,L3426,train
2,L3427,train
2,L3429,train
2,L3432,train
2,L3433,train
2,L3434,train
2,L3435,train
2,L3437,train
2,L3438,train
2,L3439,train
2,L3441,train
2,L3443,train
2,L3445,train
2,L3447,train
2,L3448,train
2,L3450,train
2,L3463,train
2,L3464,train
2,L3465,train
2,L3467,train
2,L3478,train
2,L3481,train
2,L3486,train
2,L3487,train
2,L3493,train
2,L3496,train
2,L3497,train
2,L3499,train
2,L3500,train
2,L3501,train
2,L3503,train
2,L3506,train
2,L3507,train
2,L3510,train
2,L3512,train
2,L3514,train
2,L3517,train
2,L3518,train
2,L3519,train
2,L3520,train
2,L3522,train
2,L3528,train
2,L3529,train
2,L3530,train
2,L3531,train
2,L3532,train
2,L3533,train
2,L3535,train
2,L3536,train
2,L3539,train
2,L3540,train
2,L3543,train
2,L3544,train
2,L3545,train
2,L3547,train
2,L3548,train
2,L3550,train
2,L3551,train
2,L3552,train
2,L3554,train
2,L3555,train
2,L3559,train
2,L3560,train
2,L3563,train
2,L3564,train
2,L3565,train
2,L3566,train
2,L3567,train
2,L3568,train
2,L3570,train
2,L3571,train
2,L3572,train
2,L3573,train
2,L3574,train
2,L3575,train
2,L3577,train
2,L3578,train
2,L3579,train
2,L3553,train
2,L3581,train
2,L3584,train
2,L3586,train
2,L3589,train
2,L3591,train
2,L3594,train
2,L3595,train
2,L3597,train
2,L3598,train
2,L3582,train
2,L3599,train
2,L3600,train
2,L3602,train
2,L3604,train
2,L3605,train
2,L3606,train
2,L3608,train
2,L3609,train
2,L3610,train
2,L3611,train
2,L3613,train
2,L3616,train
2,L3617,train
2,L3618,train
2,L3619,train
2,L3620,train
2,L4034,train
2,L4054,train
2,L4061,train
2,L4077,train
2,L4078,train
2,L4080,train
2,L4081,train
2,L4082,train
2,L4083,train
2,L4084,train
2,L4086,train
2,L4087,train
2,L4096,train
2,L4098,train
2,L4099,train
2,L4100,train
2,L4101,train
2,L4102,train
2,L4105,train
2,L4111,train
2,L4114,train
2,L4115,train
2,L4402,train
2,L4403,train
2,L4406,train
2,L4408,train
2,L4414,train
2,L4480,train
2,L4481,train
2,L4482,train
2,L4483,train
2,L4485,train
2,L4486,train
2,L4487,train
2,L4488,train
2,L4489,train
2,L4490,train
2,L4494,train
2,L4498,train
2,L4500,train
2,L4501,train
2,L4504,train
2,L4506,train
2,L4508,train
2,L4513,train
2,L4514,train
2,L4523,train
2,L4562,train
2,L4527,train
2,L4533,train
2,L4536,train
2,L4539,train
2,L4540,train
2,L4541,train
2,L4543,train
2,L4544,train
2,L4546,train
2,L4547,train
2,L4548,train
2,L4549,train
2,L4550,train
2,L4572,train
2,L4571,train
2,L4568,train
2,L4576,train
2,L3603,train
2,L4566,train
2,L4567,train
2,L4574,train
2,L4587,train
2,L4586,train
2,L4578,train
2,L4579,train
2,L4580,train
2,L4581,train
2,L4582,train
2,L4583,train
2,L4585,train
2,L4577,train
2,L547,test
2,L549,test
2,L550,test
2,L554,test
2,L564,test
2,L565,test
2,L576,test
2,L581,test
2,L583,test
2,L598,test
2,L616,test
2,L619,test
2,L620,test
2,L626,test
2,L630,test
2,L637,test
2,L638,test
2,L9,test
2,L12,test
2,L49,test
2,L50,test
2,L51,test
2,L173,test
2,L177,test
2,L179,test
2,L190,test
2,L198,test
2,L208,test
2,L220,test
2,L244,test
2,L248,test
2,L250,test
2,L259,test
2,L261,test
2,L273,test
2,L286,test
2,L295,test
2,L307,test
2,L315,test
2,L317,test
2,L333,test
2,L339,test
2,L344,test
2,L349,test
2,L411,test
2,L429,test
2,L432,test
2,L438,test
2,L441,test
2,L446,test
2,L447,test
2,L448,test
2,L451,test
2,L479,test
2,L491,test
2,L493,test
2,L496,test
2,L497,test
2,L501,test
2,L508,test
2,L515,test
2,L520,test
2,L529,test
2,L641,test
2,L676,test
2,L680,test
2,L686,test
2,L688,test
2,L716,test
2,L717,test
2,L719,test
2,L721,test
2,L726,test
2,L729,test
2,L739,test
2,L749,test
2,L750,test
2,L768,test
2,L769,test
2,L783,test
2,L788,test
2,L790,test
2,L801,test
2,L824,test
2,L832,test
2,L850,test
2,L851,test
2,L852,test
2,L858,test
2,L859,test
2,L863,test
2,L871,test
2,L1382,test
2,L1384,test
2,L1387,test
2,L1392,test
2,L1412,test
2,L1452,test
2,L1468,test
2,L1473,test
2,L1485,test
2,L1487,test
2,L1492,test
2,L1496,test
2,L1498,test
2,L1454,test
2,L1502,test
2,L1505,test
2,L1508,test
2,L1509,test
2,L1515,test
2,L1539,test
2,L1542,test
2,L1546,test
2,L1547,test
2,L1574,test
2,L1575,test
2,L1580,test
2,L1583,test
2,L1602,test
2,L1606,test
2,L1616,test
2,L1618,test
2,L1620,test
2,L1627,test
2,L1636,test
2,L1651,test
2,L1654,test
2,L1655,test
2,L1728,test
2,L1731,test
2,L1744,test
2,L1750,test
2,L1751,test
2,L1759,test
2,L1764,test
2,L1777,test
2,L1784,test
2,L1788,test
2,L1802,test
2,L1803,test
2,L1807,test
2,L1818,test
2,L1836,test
2,L1838,test
2,L1851,test
2,L1876,test
2,L1877,test
2,L1879,test
2,L1895,test
2,L1901,test
2,L1907,test
2,L1909,test
2,L2065,test
2,L2080,test
2,L2086,test
2,L2089,test
2,L2096,test
2,L2107,test
2,L2111,test
2,L2185,test
2,L2190,test
2,L2202,test
2,L2207,test
2,L2238,test
2,L2243,test
2,L2497,test
2,L2502,test
2,L2507,test
2,L2508,test
2,L2561,test
2,L2718,test
2,L2777,test
2,L2787,test
2,L2797,test
2,L2806,test
2,L2809,test
2,L2844,test
2,L2850,test
2,L2851,test
2,L2873,test
2,L2875,test
2,L2884,test
2,L2886,test
2,L2891,test
2,L2893,test
2,L2895,test
2,L2906,test
2,L3237,test
2,L2957,test
2,L2961,test
2,L2983,test
2,L3011,test
2,L3026,test
2,L3098,test
2,L3135,test
2,L3179,test
2,L3185,test
2,L3409,test
2,L3424,test
2,L3428,test
2,L3430,test
2,L3431,test
2,L3436,test
2,L3444,test
2,L3446,test
2,L3452,test
2,L3479,test
2,L3488,test
2,L3492,test
2,L3498,test
2,L3502,test
2,L3505,test
2,L3509,test
2,L3516,test
2,L3534,test
2,L3542,test
2,L3557,test
2,L3561,test
2,L3569,test
2,L3580,test
2,L3583,test
2,L3585,test
2,L3587,test
2,L3588,test
2,L3592,test
2,L3607,test
2,L3614,test
2,L4085,test
2,L4094,test
2,L4095,test
2,L4103,test
2,L4108,test
2,L4401,test
2,L4404,test
2,L4409,test
2,L4484,test
2,L4491,test
2,L4495,test
2,L4496,test
2,L4497,test
2,L4499,test
2,L4505,test
2,L4507,test
2,L4526,test
2,L4538,test
2,L4542,test
2,L4545,test
2,L4569,test
2,L4565,test
3,L546,train
3,L547,train
3,L548,train
3,L549,train
3,L550,train
3,L553,train
3,L554,train
3,L556,train
3,L557,train
3,L559,train
3,L562,train
3,L563,train
3,L564,train
3,L565,train
3,L566,train
3,L568,train
3,L571,train
3,L573,train
3,L574,train
3,L576,train
3,L578,train
3,L579,train
3,L580,train
3,L581,train
3,L582,train
3,L583,train
3,L584,train
3,L585,train
3,L586,train
3,L587,train
3,L588,train
3,L589,train
3,L591,train
3,L595,train
3,L596,train
3,L598,train
3,L600,train
3,L601,train
3,L604,train
3,L607,train
3,L610,train
3,L611,train
3,L612,train
3,L613,train
3,L616,train
3,L618,train
3,L619,train
3,L620,train
3,L622,train
3,L623,train
3,L626,train
3,L627,train
3,L628,train
3,L629,train
3,L630,train
3,L633,train
3,L634,train
3,L635,train
3,L636,train
3,L637,train
3,L638,train
3,L6,train
3,L9,train
3,L10,train
3,L11,train
3,L12,train
3,L45,train
3,L46,train
3,L49,train
3,L50,train
3,L51,train
3,L169,train
3,L170,train
3,L172,train
3,L173,train
3,L174,train
3,L176,train
3,L177,train
3,L178,train
3,L179,train
3,L182,train
3,L183,train
3,L184,train
3,L190,train
3,L192,train
3,L194,train
3,L545,train
3,L198,train
3,L199,train
3,L203,train
3,L208,train
3,L210,train
3,L219,train
3,L220,train
3,L221,train
3,L222,train
3,L226,train
3,L242,train
3,L243,train
3,L244,train
3,L246,train
3,L248,train
3,L249,train
3,L250,train
3,L251,train
3,L252,train
3,L253,train
3,L255,train
3,L256,train
3,L259,train
3,L260,train
3,L261,train
3,L263,train
3,L273,train
3,L274,train
3,L275,train
3,L276,train
3,L279,train
3,L280,train
3,L281,train
3,L282,train
3,L283,train
3,L286,train
3,L287,train
3,L289,train
3,L292,train
3,L293,train
3,L294,train
3,L295,train
3,L296,train
3,L297,train
3,L304,train
3,L305,train
3,L307,train
3,L311,train
3,L312,train
3,L315,train
3,L316,train
3,L317,train
3,L318,train
3,L322,train
3,L323,train
3,L324,train
3,L326,train
3,L327,train
3,L330,train
3,L332,train
3,L333,train
3,L335,train
3,L336,train
3,L337,train
3,L339,train
3,L344,train
3,L345,train
3,L347,train
3,L348,train
3,L349,train
3,L353,train
3,L354,train
3,L356,train
3,L359,train
3,L361,train
3,L411,train
3,L414,train
3,L415,train
3,L416,train
3,L417,train
3,L418,train
3,L419,train
3,L421,train
3,L423,train
3,L426,train
3,L428,train
3,L429,train
3,L430,train
3,L431,train
3,L432,train
3,L434,train
3,L435,train
3,L438,train
3,L441,train
3,L443,train
3,L444,train
3,L445,train
3,L446,train
3,L447,train
3,L448,train
3,L449,train
3,L451,train
3,L455,train
3,L456,train
3,L458,train
3,L459,train
3,L461,train
3,L462,train
3,L463,train
3,L464,train
3,L465,train
3,L467,train
3,L479,train
3,L480,train
3,L487,train
3,L491,train
3,L492,train
3,L493,train
3,L496,train
3,L497,train
3,L500,train
3,L501,train
3,L502,train
3,L504,train
3,L505,train
3,L506,train
3,L507,train
3,L508,train
3,L509,train
3,L511,train
3,L512,train
3,L515,train
3,L517,train
3,L520,train
3,L521,train
3,L523,train
3,L527,train
3,L528,train
3,L529,train
3,L531,train
3,L532,train
3,L534,train
3,L537,train
3,L539,train
3,L540,train
3,L541,train
3,L542,train
3,L543,train
3,L640,train
3,L641,train
3,L642,train
3,L643,train
3,L644,train
3,L646,train
3,L647,train
3,L650,train
3,L662,train
3,L674,train
3,L675,train
3,L676,train
3,L677,train
3,L680,train
3,L686,train
3,L688,train
3,L690,train
3,L696,train
3,L697,train
3,L699,train
3,L701,train
3,L702,train
3,L704,train
3,L705,train
3,L706,train
3,L708,train
3,L709,train
3,L710,train
3,L711,train
3,L713,train
3,L714,train
3,L716,train
3,L717,train
3,L719,train
3,L721,train
3,L722,train
3,L723,train
3,L725,train
3,L726,train
3,L729,train
3,L730,train
3,L731,train
3,L733,train
3,L734,train
3,L736,train
3,L737,train
3,L739,train
3,L740,train
3,L741,train
3,L742,train
3,L744,train
3,L746,train
3,L747,train
3,L748,train
3,L749,train
3,L750,train
3,L751,train
3,L753,train
3,L755,train
3,L756,train
3,L759,train
3,L761,train
3,L762,train
3,L763,train
3,L766,train
3,L767,train
3,L768,train
3,L769,train
3,L772,train
3,L773,train
3,L775,train
3,L779,train
3,L783,train
3,L784,train
3,L785,train
3,L787,train
3,L788,train
3,L790,train
3,L791,train
3,L792,train
3,L793,train
3,L794,train
3,L801,train
3,L803,train
3,L806,train
3,L807,train
3,L808,train
3,L815,train
3,L816,train
3,L817,train
3,L818,train
3,L820,train
3,L823,train
3,L824,train
3,L826,train
3,L827,train
3,L828,train
3,L832,train
3,L834,train
3,L838,train
3,L839,train
3,L845,train
3,L850,train
3,L851,train
3,L852,train
3,L854,train
3,L855,train
3,L857,train
3,L858,train
3,L859,train
3,L861,train
3,L863,train
3,L867,train
3,L869,train
3,L871,train
3,L1355,train
3,L1361,train
3,L1363,train
3,L1379,train
3,L1382,train
3,L1384,train
3,L1386,train
3,L1387,train
3,L1388,train
3,L1392,train
3,L1393,train
3,L1399,train
3,L1400,train
3,L1404,train
3,L1405,train
3,L1411,train
3,L1412,train
3,L1416,train
3,L1422,train
3,L1423,train
3,L1426,train
3,L1437,train
3,L1444,train
3,L1445,train
3,L1447,train
3,L1449,train
3,L1450,train
3,L1451,train
3,L1452,train
3,L1461,train
3,L1464,train
3,L1467,train
3,L1468,train
3,L1469,train
3,L1470,train
3,L1472,train
3,L1473,train
3,L1474,train
3,L1475,train
3,L1483,train
3,L1484,train
3,L1485,train
3,L1487,train
3,L1488,train
3,L1492,train
3,L1493,train
3,L1494,train
3,L1496,train
3,L1497,train
3,L1498,train
3,L1454,train
3,L1500,train
3,L1502,train
3,L1503,train
3,L1505,train
3,L1506,train
3,L1507,train
3,L1508,train
3,L1509,train
3,L1511,train
3,L1512,train
3,L1513,train
3,L1515,train
3,L1516,train
3,L1517,train
3,L1518,train
3,L1520,train
3,L1539,train
3,L1540,train
3,L1541,train
3,L1542,train
3,L1544,train
3,L1546,train
3,L1547,train
3,L1548,train
3,L1552,train
3,L1553,train
3,L1554,train
3,L1556,train
3,L1557,train
3,L1558,train
3,L1560,train
3,L1562,train
3,L1564,train
3,L1565,train
3,L1566,train
3,L1567,train
3,L1568,train
3,L1569,train
3,L1570,train
3,L1571,train
3,L1573,train
3,L1574,train
3,L1575,train
3,L1578,train
3,L1579,train
3,L1580,train
3,L1582,train
3,L1583,train
3,L1584,train
3,L1585,train
3,L1586,train
3,L1587,train
3,L1588,train
3,L1589,train
3,L1590,train
3,L1591,train
3,L1593,train
3,L1594,train
3,L1595,train
3,L1596,train
3,L1597,train
3,L1598,train
3,L1600,train
3,L1602,train
3,L1603,train
3,L1606,train
3,L1608,train
3,L1610,train
3,L1611,train
3,L1612,train
3,L1615,train
3,L1616,train
3,L1618,train
3,L1620,train
3,L1621,train
3,L1622,train
3,L1623,train
3,L1625,train
3,L1627,train
3,L1630,train
3,L1631,train
3,L1632,train
3,L1633,train
3,L1634,train
3,L1635,train
3,L1636,train
3,L1637,train
3,L1638,train
3,L1639,train
3,L1641,train
3,L1643,train
3,L1645,train
3,L1650,train
3,L1651,train
3,L1652,train
3,L1654,train
3,L1655,train
3,L1657,train
3,L1658,train
3,L1659,train
3,L1660,train
3,L1663,train
3,L1664,train
3,L1666,train
3,L1667,train
3,L1668,train
3,L1672,train
3,L1673,train
3,L1675,train
3,L1677,train
3,L1680,train
3,L1684,train
3,L1685,train
3,L1727,train
3,L1728,train
3,L1729,train
3,L1731,train
3,L1732,train
3,L1737,train
3,L1740,train
3,L1742,train
3,L1743,train
3,L1744,train
3,L1745,train
3,L1746,train
3,L1747,train
3,L1748,train
3,L1749,train
3,L1750,train
3,L1751,train
3,L1756,train
3,L1757,train
3,L1758,train
3,L1759,train
3,L1761,train
3,L1762,train
3,L1763,train
3,L1764,train
3,L1767,train
3,L1768,train
3,L1771,train
3,L1774,train
3,L1775,train
3,L1776,train
3,L1777,train
3,L1783,train
3,L1784,train
3,L1786,train
3,L1788,train
3,L1789,train
3,L1791,train
3,L1795,train
3,L1798,train
3,L1799,train
3,L1802,train
3,L1803,train
3,L1804,train
3,L1806,train
3,L1807,train
3,L1808,train
3,L1811,train
3,L1812,train
3,L1814,train
3,L1816,train
3,L1818,train
3,L1830,train
3,L1833,train
3,L1836,train
3,L1837,train
3,L1838,train
3,L1850,train
3,L1851,train
3,L1852,train
3,L1853,train
3,L1855,train
3,L1860,train
3,L1864,train
3,L1865,train
3,L1866,train
3,L1871,train
3,L1872,train
3,L1876,train
3,L1877,train
3,L1879,train
3,L1881,train
3,L1891,train
3,L1893,train
3,L1894,train
3,L1895,train
3,L1898,train
3,L1899,train
3,L1901,train
3,L1903,train
3,L1904,train
3,L1905,train
3,L1906,train
3,L1907,train
3,L1908,train
3,L1909,train
3,L2059,train
3,L2060,train
3,L2065,train
3,L2066,train
3,L2067,train
3,L2072,train
3,L2076,train
3,L2077,train
3,L2079,train
3,L2080,train
3,L2083,train
3,L2084,train
3,L2085,train
3,L2086,train
3,L2087,train
3,L2088,train
3,L2089,train
3,L2091,train
3,L2092,train
3,L2093,train
3,L2094,train
3,L2095,train
3,L2096,train
3,L2097,train
3,L2098,train
3,L2099,train
3,L2100,train
3,L2101,train
3,L2102,train
3,L2103,train
3,L2104,train
3,L2107,train
3,L2108,train
3,L2109,train
3,L2110,train
3,L2111,train
3,L2112,train
3,L2113,train
3,L2114,train
3,L2116,train
3,L2117,train
3,L2120,train
3,L2128,train
3,L2147,train
3,L2150,train
3,L2152,train
3,L2162,train
3,L2167,train
3,L2169,train
3,L2171,train
3,L2172,train
3,L2174,train
3,L2175,train
3,L2176,train
3,L2178,train
3,L2180,train
3,L2181,train
3,L2182,train
3,L2185,train
3,L2188,train
3,L2190,train
3,L2192,train
3,L2193,train
3,L2194,train
3,L2195,train
3,L2196,train
3,L2201,train
3,L2202,train
3,L2203,train
3,L2204,train
3,L2207,train
3,L2225,train
3,L2231,train
3,L2232,train
3,L2235,train
3,L2237,train
3,L2238,train
3,L2239,train
3,L2242,train
3,L2243,train
3,L2497,train
3,L2498,train
3,L2501,train
3,L2502,train
3,L2505,train
3,L2507,train
3,L2508,train
3,L2515,train
3,L2516,train
3,L2529,train
3,L2530,train
3,L2545,train
3,L2553,train
3,L2556,train
3,L2558,train
3,L2559,train
3,L2560,train
3,L2561,train
3,L2562,train
3,L2563,train
3,L2570,train
3,L2584,train
3,L2696,train
3,L2718,train
3,L2748,train
3,L2751,train
3,L2752,train
3,L2753,train
3,L2764,train
3,L2765,train
3,L2770,train
3,L2771,train
3,L2772,train
3,L2773,train
3,L2775,train
3,L2776,train
3,L2777,train
3,L2778,train
3,L2779,train
3,L2780,train
3,L2784,train
3,L2785,train
3,L2786,train
3,L2787,train
3,L2789,train
3,L2790,train
3,L2792,train
3,L2793,train
3,L2797,train
3,L2798,train
3,L2799,train
3,L2802,train
3,L3236,train
3,L2805,train
3,L2806,train
3,L2807,train
3,L2809,train
3,L2811,train
3,L2817,train
3,L2818,train
3,L2830,train
3,L2832,train
3,L2837,train
3,L2838,train
3,L2839,train
3,L2840,train
3,L2842,train
3,L2843,train
3,L2844,train
3,L2845,train
3,L2847,train
3,L2848,train
3,L2849,train
3,L2850,train
3,L2851,train
3,L2852,train
3,L2853,train
3,L2854,train
3,L2862,train
3,L2866,train
3,L2868,train
3,L2870,train
3,L2872,train
3,L2873,train
3,L2874,train
3,L2875,train
3,L2877,train
3,L2884,train
3,L2886,train
3,L2890,train
3,L2891,train
3,L2893,train
3,L2895,train
3,L2897,train
3,L2899,train
3,L2900,train
3,L2906,train
3,L2908,train
3,L2909,train
3,L2911,train
3,L2921,train
3,L2922,train
3,L3237,train
3,L2936,train
3,L2946,train
3,L2957,train
3,L2960,train
3,L2961,train
3,L2983,train
3,L2991,train
3,L3006,train
3,L3007,train
3,L3010,train
3,L3011,train
3,L3019,train
3,L3023,train
3,L3024,train
3,L3026,train
3,L3027,train
3,L3028,train
3,L3029,train
3,L3098,train
3,L3102,train
3,L3131,train
3,L3135,train
3,L3136,train
3,L3179,train
3,L3180,train
3,L3182,train
3,L3185,train
3,L3186,train
3,L3403,train
3,L3407,train
3,L3409,train
3,L3411,train
3,L3414,train
3,L3415,train
3,L3424,train
3,L3427,train
3,L3428,train
3,L3429,train
3,L3430,train
3,L3431,train
3,L3433,train
3,L3434,train
3,L3436,train
3,L3437,train
3,L3438,train
3,L3439,train
3,L3441,train
3,L3443,train
3,L3444,train
3,L3446,train
3,L3447,train
3,L3448,train
3,L3450,train
3,L3452,train
3,L3464,train
3,L3478,train
3,L3479,train
3,L3481,train
3,L3486,train
3,L3488,train
3,L3492,train
3,L3496,train
3,L3498,train
3,L3499,train
3,L3500,train
3,L3501,train
3,L3502,train
3,L3505,train
3,L3506,train
3,L3507,train
3,L3509,train
3,L3516,train
3,L3517,train
3,L3518,train
3,L3519,train
3,L3522,train
3,L3528,train
3,L3529,train
3,L3533,train
3,L3534,train
3,L3535,train
3,L3539,train
3,L3540,train
3,L3542,train
3,L3543,train
3,L3544,train
3,L3547,train
3,L3548,train
3,L3550,train
3,L3551,train
3,L3555,train
3,L3557,train
3,L3559,train
3,L3560,train
3,L3561,train
3,L3563,train
3,L3564,train
3,L3565,train
3,L3567,train
3,L3569,train
3,L3570,train
3,L3571,train
3,L3572,train
3,L3573,train
3,L3574,train
3,L3575,train
3,L3577,train
3,L3578,train
3,L3579,train
3,L3580,train
3,L3553,train
3,L3583,train
3,L3584,train
3,L3585,train
3,L3587,train
3,L3588,train
3,L3589,train
3,L3591,train
3,L3592,train
3,L3594,train
3,L3595,train
3,L3597,train
3,L3598,train
3,L3582,train
3,L3599,train
3,L3600,train
3,L3602,train
3,L3604,train
3,L3605,train
3,L3606,train
3,L3607,train
3,L3608,train
3,L3609,train
3,L3611,train
3,L3614,train
3,L3618,train
3,L3619,train
3,L4054,train
3,L4061,train
3,L4077,train
3,L4078,train
3,L4080,train
3,L4082,train
3,L4083,train
3,L4085,train
3,L4086,train
3,L4087,train
3,L4094,train
3,L4095,train
3,L4096,train
3,L4099,train
3,L4100,train
3,L4102,train
3,L4103,train
3,L4108,train
3,L4111,train
3,L4114,train
3,L4115,train
3,L4401,train
3,L4402,train
3,L4403,train
3,L4404,train
3,L4406,train
3,L4409,train
3,L4483,train
3,L4484,train
3,L4485,train
3,L4486,train
3,L4487,train
3,L4488,train
3,L4491,train
3,L4494,train
3,L4495,train
3,L4496,train
3,L4497,train
3,L4498,train
3,L4499,train
3,L4501,train
3,L4505,train
3,L4506,train
3,L4507,train
3,L4513,train
3,L4514,train
3,L4562,train
3,L4526,train
3,L4533,train
3,L4536,train
3,L4538,train
3,L4539,train
3,L4540,train
3,L4541,train
3,L4542,train
3,L4543,train
3,L4544,train
3,L4545,train
3,L4546,train
3,L4547,train
3,L4548,train
3,L4550,train
3,L4572,train
3,L4571,train
3,L4569,train
3,L4576,train
3,L3603,train
3,L4565,train
3,L4566,train
3,L4587,train
3,L4586,train
3,L4578,train
3,L4579,train
3,L4580,train
3,L4581,train
3,L4582,train
3,L4585,train
3,L4577,train
3,L555,test
3,L560,test
3,L569,test
3,L575,test
3,L577,test
3,L590,test
3,L592,test
3,L597,test
3,L599,test
3,L603,test
3,L605,test
3,L615,test
3,L617,test
3,L625,test
3,L632,test
3,L8,test
3,L29,test
3,L171,test
3,L175,test
3,L181,test
3,L195,test
3,L196,test
3,L223,test
3,L225,test
3,L247,test
3,L258,test
3,L262,test
3,L264,test
3,L277,test
3,L298,test
3,L299,test
3,L300,test
3,L302,test
3,L309,test
3,L313,test
3,L319,test
3,L320,test
3,L331,test
3,L338,test
3,L340,test
3,L346,test
3,L350,test
3,L357,test
3,L436,test
3,L437,test
3,L439,test
3,L466,test
3,L478,test
3,L481,test
3,L482,test
3,L494,test
3,L498,test
3,L499,test
3,L516,test
3,L518,test
3,L522,test
3,L524,test
3,L525,test
3,L648,test
3,L660,test
3,L665,test
3,L672,test
3,L681,test
3,L682,test
3,L689,test
3,L698,test
3,L700,test
3,L703,test
3,L707,test
3,L712,test
3,L718,test
3,L720,test
3,L724,test
3,L727,test
3,L735,test
3,L760,test
3,L765,test
3,L786,test
3,L789,test
3,L795,test
3,L810,test
3,L814,test
3,L819,test
3,L821,test
3,L846,test
3,L848,test
3,L849,test
3,L856,test
3,L1389,test
3,L1396,test
3,L1413,test
3,L1424,test
3,L1446,test
3,L1453,test
3,L1455,test
3,L1457,test
3,L1471,test
3,L1476,test
3,L1478,test
3,L1495,test
3,L1499,test
3,L1504,test
3,L1543,test
3,L1545,test
3,L1549,test
3,L1550,test
3,L1551,test
3,L1555,test
3,L1572,test
3,L1576,test
3,L1577,test
3,L1581,test
3,L1601,test
3,L1604,test
3,L1609,test
3,L1619,test
3,L1624,test
3,L1628,test
3,L1629,test
3,L1642,test
3,L1648,test
3,L1656,test
3,L1662,test
3,L1676,test
3,L1678,test
3,L1683,test
3,L1725,test
3,L1726,test
3,L1733,test
3,L1736,test
3,L1738,test
3,L1741,test
3,L1753,test
3,L1755,test
3,L1760,test
3,L1765,test
3,L1766,test
3,L1769,test
3,L1773,test
3,L1778,test
3,L1782,test
3,L1790,test
3,L1800,test
3,L1805,test
3,L1809,test
3,L1810,test
3,L1813,test
3,L1817,test
3,L1823,test
3,L1832,test
3,L1835,test
3,L1854,test
3,L1878,test
3,L1896,test
3,L2061,test
3,L2062,test
3,L2063,test
3,L2064,test
3,L2068,test
3,L2082,test
3,L2090,test
3,L2115,test
3,L2154,test
3,L2173,test
3,L2183,test
3,L2206,test
3,L2226,test
3,L2513,test
