L_id,task,status,reason,duration_sec,candidate_trials,rejected_trials,rejected_rate,n_trials_code_11,condition_code_11,n_trials_code_22,condition_code_22
L610,oddball,ok,,689.0,147,5,0.034013605442176874,119,standard,23,deviant_target
L612,oddball,ok,,651.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L626,oddball,ok,,637.0,148,10,0.06756756756756757,116,standard,22,deviant_target
L629,oddball,ok,,635.0,150,16,0.10666666666666667,110,standard,24,deviant_target
L631,oddball,ok,,641.0,148,55,0.3716216216216216,75,standard,18,deviant_target
L637,oddball,ok,,638.0,149,19,0.12751677852348994,110,standard,20,deviant_target
L64,oddball,ok,,664.0,150,25,0.16666666666666666,104,standard,21,deviant_target
L681,oddball,ok,,654.0,146,33,0.22602739726027396,95,standard,18,deviant_target
L688,oddball,ok,,693.0,148,10,0.06756756756756757,115,standard,23,deviant_target
L690,oddball,ok,,657.0,148,19,0.12837837837837837,106,standard,23,deviant_target
L698,oddball,ok,,640.0,149,10,0.06711409395973154,115,standard,24,deviant_target
L699,oddball,ok,,646.0,144,18,0.125,104,standard,22,deviant_target
L701,oddball,ok,,654.0,142,9,0.06338028169014084,109,standard,24,deviant_target
L708,oddball,ok,,741.0,148,21,0.14189189189189189,104,standard,23,deviant_target
L711,oddball,ok,,641.0,147,25,0.17006802721088435,101,standard,21,deviant_target
L713,oddball,ok,,652.0,146,1,0.00684931506849315,120,standard,25,deviant_target
L714,oddball,ok,,658.0,143,10,0.06993006993006994,113,standard,20,deviant_target
L721,oddball,ok,,637.0,150,12,0.08,116,standard,22,deviant_target
L737,oddball,ok,,643.0,147,16,0.10884353741496598,108,standard,23,deviant_target
L748,oddball,ok,,729.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L759,oddball,ok,,639.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L767,oddball,ok,,639.0,149,0,0.0,124,standard,25,deviant_target
L787,oddball,ok,,638.0,149,3,0.020134228187919462,122,standard,24,deviant_target
L815,oddball,ok,,674.0,123,9,0.07317073170731707,94,standard,20,deviant_target
L816,oddball,ok,,638.0,150,38,0.25333333333333335,90,standard,22,deviant_target
L82,oddball,ok,,640.0,147,12,0.08163265306122448,112,standard,23,deviant_target
L828,oddball,ok,,567.0,120,5,0.041666666666666664,96,standard,19,deviant_target
L835,oddball,ok,,641.0,149,48,0.3221476510067114,84,standard,17,deviant_target
L851,oddball,ok,,674.0,150,20,0.13333333333333333,107,standard,23,deviant_target
L854,oddball,ok,,641.0,147,16,0.10884353741496598,110,standard,21,deviant_target
L861,oddball,ok,,641.0,146,22,0.1506849315068493,101,standard,23,deviant_target
L98,oddball,ok,,651.0,137,5,0.0364963503649635,110,standard,22,deviant_target
L99,oddball,ok,,640.0,149,15,0.10067114093959731,109,standard,25,deviant_target
L105,oddball,ok,,644.0,146,3,0.02054794520547945,119,standard,24,deviant_target
L120,oddball,ok,,646.0,147,0,0.0,123,standard,24,deviant_target
L121,oddball,ok,,650.0,137,15,0.10948905109489052,103,standard,19,deviant_target
L122,oddball,ok,,636.0,150,4,0.02666666666666667,122,standard,24,deviant_target
L125,oddball,ok,,650.0,148,0,0.0,123,standard,25,deviant_target
L127,oddball,ok,,639.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L130,oddball,ok,,637.0,149,0,0.0,125,standard,24,deviant_target
L131,oddball,ok,,641.0,149,0,0.0,124,standard,25,deviant_target
L1351,oddball,ok,,635.0,150,20,0.13333333333333333,107,standard,23,deviant_target
L1371,oddball,ok,,639.0,149,23,0.15436241610738255,105,standard,21,deviant_target
L1375,oddball,ok,,639.0,148,28,0.1891891891891892,98,standard,22,deviant_target
L1407,oddball,ok,,651.0,148,26,0.17567567567567569,102,standard,20,deviant_target
L1409,oddball,ok,,642.0,149,11,0.0738255033557047,116,standard,22,deviant_target
L141,oddball,ok,,654.0,136,0,0.0,112,standard,24,deviant_target
L1425,oddball,ok,,640.0,148,94,0.6351351351351351,43,standard,11,deviant_target
L1428,oddball,ok,,639.0,149,0,0.0,124,standard,25,deviant_target
L1429,oddball,ok,,657.0,145,21,0.14482758620689656,102,standard,22,deviant_target
L143,oddball,ok,,654.0,147,8,0.05442176870748299,116,standard,23,deviant_target
L1431,oddball,ok,,638.0,149,34,0.22818791946308725,95,standard,20,deviant_target
L1441,oddball,ok,,641.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L1443,oddball,ok,,642.0,149,16,0.10738255033557047,113,standard,20,deviant_target
L1448,oddball,ok,,650.0,143,35,0.24475524475524477,88,standard,20,deviant_target
L1449,oddball,ok,,705.0,146,5,0.03424657534246575,116,standard,25,deviant_target
L145,oddball,ok,,633.0,124,7,0.056451612903225805,97,standard,20,deviant_target
L1453,oddball,ok,,625.0,150,41,0.2733333333333333,93,standard,16,deviant_target
L1458,oddball,ok,,655.0,136,6,0.04411764705882353,108,standard,22,deviant_target
L1464,oddball,ok,,642.0,146,3,0.02054794520547945,118,standard,25,deviant_target
L1467,oddball,ok,,663.0,129,34,0.26356589147286824,82,standard,13,deviant_target
L1470,oddball,ok,,664.0,123,13,0.10569105691056911,92,standard,18,deviant_target
L1475,oddball,ok,,621.0,150,33,0.22,99,standard,18,deviant_target
L1478,oddball,ok,,638.0,149,2,0.013422818791946308,124,standard,23,deviant_target
L149,oddball,ok,,648.0,145,7,0.04827586206896552,113,standard,25,deviant_target
L1495,oddball,ok,,654.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L1497,oddball,ok,,686.0,142,4,0.028169014084507043,116,standard,22,deviant_target
L1498,oddball,ok,,618.0,150,10,0.06666666666666667,116,standard,24,deviant_target
L1500,oddball,ok,,657.0,128,0,0.0,107,standard,21,deviant_target
L1515,oddball,ok,,645.0,140,1,0.007142857142857143,117,standard,22,deviant_target
L1523,oddball,ok,,633.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L1544,oddball,ok,,622.0,150,8,0.05333333333333334,117,standard,25,deviant_target
L1551,oddball,ok,,639.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L1565,oddball,ok,,643.0,147,24,0.16326530612244897,101,standard,22,deviant_target
L1570,oddball,ok,,651.0,146,7,0.04794520547945205,115,standard,24,deviant_target
L1573,oddball,ok,,639.0,150,10,0.06666666666666667,118,standard,22,deviant_target
L1574,oddball,ok,,633.0,150,24,0.16,105,standard,21,deviant_target
L1587,oddball,ok,,639.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L1592,oddball,ok,,669.0,144,10,0.06944444444444445,112,standard,22,deviant_target
L1593,oddball,ok,,644.0,150,7,0.04666666666666667,119,standard,24,deviant_target
L1598,oddball,ok,,616.0,150,62,0.41333333333333333,75,standard,13,deviant_target
L1602,oddball,ok,,637.0,149,53,0.35570469798657717,79,standard,17,deviant_target
L1606,oddball,ok,,638.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L1611,oddball,ok,,639.0,147,14,0.09523809523809523,114,standard,19,deviant_target
L1616,oddball,ok,,638.0,149,2,0.013422818791946308,123,standard,24,deviant_target
L1639,oddball,ok,,641.0,147,14,0.09523809523809523,113,standard,20,deviant_target
L1642,oddball,ok,,639.0,148,28,0.1891891891891892,97,standard,23,deviant_target
L1656,oddball,ok,,649.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L1664,oddball,ok,,718.0,148,21,0.14189189189189189,105,standard,22,deviant_target
L1672,oddball,ok,,739.0,149,12,0.08053691275167785,114,standard,23,deviant_target
L1679,oddball,ok,,671.0,139,58,0.4172661870503597,66,standard,15,deviant_target
L168,oddball,ok,,623.0,150,97,0.6466666666666666,45,standard,8,deviant_target
L1688,oddball,ok,,637.0,149,11,0.0738255033557047,115,standard,23,deviant_target
L1694,oddball,ok,,663.0,146,1,0.00684931506849315,122,standard,23,deviant_target
L1703,oddball,ok,,645.0,145,5,0.034482758620689655,116,standard,24,deviant_target
L1704,oddball,ok,,639.0,148,0,0.0,124,standard,24,deviant_target
L1708,oddball,ok,,638.0,148,20,0.13513513513513514,104,standard,24,deviant_target
L1719,oddball,ok,,641.0,148,12,0.08108108108108109,114,standard,22,deviant_target
L1727,oddball,ok,,653.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L1732,oddball,ok,,638.0,149,6,0.040268456375838924,118,standard,25,deviant_target
L1733,oddball,ok,,676.0,148,0,0.0,123,standard,25,deviant_target
L1742,oddball,ok,,648.0,149,11,0.0738255033557047,114,standard,24,deviant_target
L1746,oddball,ok,,643.0,146,13,0.08904109589041095,111,standard,22,deviant_target
L1751,oddball,ok,,637.0,148,0,0.0,123,standard,25,deviant_target
L1753,oddball,ok,,668.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L1759,oddball,ok,,639.0,148,6,0.04054054054054054,119,standard,23,deviant_target
L1773,oddball,ok,,639.0,149,20,0.1342281879194631,107,standard,22,deviant_target
L1788,oddball,ok,,640.0,146,3,0.02054794520547945,120,standard,23,deviant_target
L1790,oddball,ok,,676.0,146,24,0.1643835616438356,104,standard,18,deviant_target
L1799,oddball,ok,,638.0,149,15,0.10067114093959731,111,standard,23,deviant_target
L181,oddball,ok,,641.0,147,0,0.0,123,standard,24,deviant_target
L1820,oddball,ok,,700.0,150,43,0.2866666666666667,89,standard,18,deviant_target
L1831,oddball,ok,,734.0,145,33,0.22758620689655173,92,standard,20,deviant_target
L1836,oddball,ok,,659.0,138,7,0.050724637681159424,108,standard,23,deviant_target
L1855,oddball,ok,,633.0,150,4,0.02666666666666667,121,standard,25,deviant_target
L1859,oddball,ok,,650.0,143,5,0.03496503496503497,115,standard,23,deviant_target
L1864,oddball,ok,,662.0,145,28,0.19310344827586207,95,standard,22,deviant_target
L1876,oddball,ok,,643.0,146,9,0.06164383561643835,116,standard,21,deviant_target
L1879,oddball,ok,,619.0,146,3,0.02054794520547945,119,standard,24,deviant_target
L1883,oddball,blocked,too_few_trials_code_11,642.0,150,137,0.9133333333333333,9,standard,4,deviant_target
L1898,oddball,ok,,642.0,146,6,0.0410958904109589,118,standard,22,deviant_target
L1901,oddball,ok,,642.0,147,26,0.17687074829931973,97,standard,24,deviant_target
L1903,oddball,ok,,648.0,145,22,0.15172413793103448,102,standard,21,deviant_target
L1909,oddball,ok,,650.0,138,62,0.4492753623188406,61,standard,15,deviant_target
L1910,oddball,ok,,642.0,149,59,0.3959731543624161,75,standard,15,deviant_target
L206,oddball,ok,,639.0,150,0,0.0,125,standard,25,deviant_target
L207,oddball,ok,,639.0,148,0,0.0,123,standard,25,deviant_target
L208,oddball,ok,,658.0,129,39,0.3023255813953488,77,standard,13,deviant_target
L21,oddball,ok,,640.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L211,oddball,ok,,643.0,144,10,0.06944444444444445,112,standard,22,deviant_target
L222,oddball,ok,,681.0,148,0,0.0,124,standard,24,deviant_target
L2540,oddball,ok,,641.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L255,oddball,ok,,648.0,138,72,0.5217391304347826,53,standard,13,deviant_target
L2552,oddball,ok,,643.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L2556,oddball,ok,,649.0,150,22,0.14666666666666667,107,standard,21,deviant_target
L2564,oddball,ok,,640.0,148,7,0.0472972972972973,118,standard,23,deviant_target
L2565,oddball,ok,,640.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L2571,oddball,ok,,642.0,147,23,0.1564625850340136,100,standard,24,deviant_target
L258,oddball,ok,,647.0,147,30,0.20408163265306123,97,standard,20,deviant_target
L2616,oddball,ok,,649.0,146,6,0.0410958904109589,117,standard,23,deviant_target
L2622,oddball,ok,,642.0,143,4,0.027972027972027972,114,standard,25,deviant_target
L2623,oddball,ok,,643.0,146,2,0.0136986301369863,122,standard,22,deviant_target
L2637,oddball,ok,,642.0,149,17,0.11409395973154363,112,standard,20,deviant_target
L2645,oddball,ok,,640.0,148,49,0.3310810810810811,80,standard,19,deviant_target
L2648,oddball,ok,,661.0,132,0,0.0,111,standard,21,deviant_target
L2649,oddball,ok,,641.0,148,6,0.04054054054054054,118,standard,24,deviant_target
L2657,oddball,ok,,675.0,147,15,0.10204081632653061,111,standard,21,deviant_target
L2664,oddball,ok,,660.0,143,8,0.055944055944055944,114,standard,21,deviant_target
L2665,oddball,ok,,672.0,146,0,0.0,122,standard,24,deviant_target
L2684,oddball,ok,,643.0,147,15,0.10204081632653061,109,standard,23,deviant_target
L2688,oddball,ok,,652.0,148,86,0.581081081081081,55,standard,7,deviant_target
L2695,oddball,ok,,644.0,146,3,0.02054794520547945,120,standard,23,deviant_target
L2696,oddball,ok,,641.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L2710,oddball,ok,,647.0,143,113,0.7902097902097902,23,standard,7,deviant_target
L2718,oddball,ok,,646.0,146,5,0.03424657534246575,117,standard,24,deviant_target
L2720,oddball,ok,,642.0,147,79,0.5374149659863946,56,standard,12,deviant_target
L2724,oddball,ok,,640.0,148,63,0.42567567567567566,74,standard,11,deviant_target
L2725,oddball,ok,,670.0,120,0,0.0,100,standard,20,deviant_target
L2750,oddball,ok,,647.0,144,0,0.0,123,standard,21,deviant_target
L2757,oddball,ok,,641.0,148,12,0.08108108108108109,112,standard,24,deviant_target
L2763,oddball,ok,,638.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L2766,oddball,ok,,652.0,138,5,0.036231884057971016,111,standard,22,deviant_target
L2767,oddball,ok,,651.0,143,59,0.4125874125874126,70,standard,14,deviant_target
L2772,oddball,ok,,642.0,147,14,0.09523809523809523,111,standard,22,deviant_target
L2776,oddball,ok,,641.0,148,68,0.4594594594594595,65,standard,15,deviant_target
L2777,oddball,ok,,636.0,149,4,0.026845637583892617,121,standard,24,deviant_target
L2796,oddball,ok,,649.0,146,2,0.0136986301369863,120,standard,24,deviant_target
L2803,oddball,ok,,639.0,147,3,0.02040816326530612,120,standard,24,deviant_target
L2804,oddball,ok,,646.0,148,15,0.10135135135135136,110,standard,23,deviant_target
L2805,oddball,ok,,644.0,144,7,0.04861111111111111,113,standard,24,deviant_target
L2819,oddball,ok,,647.0,145,0,0.0,120,standard,25,deviant_target
L2823,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L2841,oddball,ok,,682.0,147,12,0.08163265306122448,112,standard,23,deviant_target
L2853,oddball,ok,,638.0,148,0,0.0,124,standard,24,deviant_target
L2862,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L2868,oddball,ok,,690.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L2873,oddball,ok,,637.0,149,5,0.03355704697986577,119,standard,25,deviant_target
L2881,oddball,ok,,641.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L2882,oddball,ok,,644.0,147,1,0.006802721088435374,121,standard,25,deviant_target
L2903,oddball,ok,,640.0,149,85,0.5704697986577181,54,standard,10,deviant_target
L2904,oddball,ok,,646.0,145,5,0.034482758620689655,116,standard,24,deviant_target
L2905,oddball,ok,,644.0,146,0,0.0,121,standard,25,deviant_target
L2925,oddball,ok,,682.0,145,18,0.12413793103448276,105,standard,22,deviant_target
L2937,oddball,ok,,674.0,143,1,0.006993006993006993,118,standard,24,deviant_target
L2939,oddball,ok,,640.0,147,47,0.3197278911564626,84,standard,16,deviant_target
L2949,oddball,ok,,641.0,147,12,0.08163265306122448,112,standard,23,deviant_target
L2955,oddball,ok,,655.0,132,9,0.06818181818181818,103,standard,20,deviant_target
L2962,oddball,ok,,647.0,142,29,0.20422535211267606,95,standard,18,deviant_target
L2970,oddball,ok,,638.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L2977,oddball,ok,,647.0,144,4,0.027777777777777776,117,standard,23,deviant_target
L2983,oddball,ok,,646.0,144,48,0.3333333333333333,83,standard,13,deviant_target
L2997,oddball,ok,,640.0,148,6,0.04054054054054054,118,standard,24,deviant_target
L2998,oddball,ok,,650.0,137,0,0.0,113,standard,24,deviant_target
L3022,oddball,ok,,637.0,148,6,0.04054054054054054,120,standard,22,deviant_target
L3023,oddball,ok,,641.0,149,5,0.03355704697986577,120,standard,24,deviant_target
L3026,oddball,ok,,640.0,148,54,0.36486486486486486,77,standard,17,deviant_target
L3029,oddball,ok,,645.0,143,61,0.42657342657342656,70,standard,12,deviant_target
L3055,oddball,ok,,641.0,147,7,0.047619047619047616,117,standard,23,deviant_target
L3059,oddball,ok,,636.0,150,1,0.006666666666666667,125,standard,24,deviant_target
L3062,oddball,ok,,651.0,141,38,0.2695035460992908,90,standard,13,deviant_target
L3065,oddball,ok,,638.0,149,35,0.2348993288590604,96,standard,18,deviant_target
L3078,oddball,ok,,637.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L3081,oddball,ok,,642.0,149,16,0.10738255033557047,112,standard,21,deviant_target
L3083,oddball,ok,,656.0,148,16,0.10810810810810811,108,standard,24,deviant_target
L3084,oddball,ok,,643.0,143,1,0.006993006993006993,118,standard,24,deviant_target
L3088,oddball,ok,,643.0,147,94,0.6394557823129252,42,standard,11,deviant_target
L3111,oddball,ok,,653.0,149,6,0.040268456375838924,120,standard,23,deviant_target
L3114,oddball,ok,,639.0,148,25,0.16891891891891891,103,standard,20,deviant_target
L3130,oddball,ok,,638.0,149,26,0.174496644295302,103,standard,20,deviant_target
L3131,oddball,ok,,643.0,147,21,0.14285714285714285,103,standard,23,deviant_target
L3148,oddball,ok,,644.0,148,6,0.04054054054054054,119,standard,23,deviant_target
L3151,oddball,ok,,641.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L3152,oddball,ok,,637.0,149,9,0.06040268456375839,116,standard,24,deviant_target
L3160,oddball,ok,,656.0,131,3,0.022900763358778626,108,standard,20,deviant_target
L3161,oddball,ok,,640.0,148,29,0.19594594594594594,100,standard,19,deviant_target
L3164,oddball,ok,,654.0,149,19,0.12751677852348994,108,standard,22,deviant_target
L3177,oddball,ok,,657.0,145,40,0.27586206896551724,87,standard,18,deviant_target
L318,oddball,ok,,645.0,145,11,0.07586206896551724,113,standard,21,deviant_target
L3180,oddball,ok,,643.0,145,36,0.2482758620689655,91,standard,18,deviant_target
L3182,oddball,ok,,639.0,148,24,0.16216216216216217,102,standard,22,deviant_target
L3184,oddball,ok,,639.0,149,15,0.10067114093959731,109,standard,25,deviant_target
L3185,oddball,ok,,637.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L3187,oddball,ok,,614.0,148,35,0.23648648648648649,98,standard,15,deviant_target
L3198,oddball,ok,,643.0,147,79,0.5374149659863946,55,standard,13,deviant_target
L3200,oddball,ok,,663.0,147,2,0.013605442176870748,121,standard,24,deviant_target
L322,oddball,ok,,636.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L325,oddball,ok,,639.0,147,31,0.2108843537414966,95,standard,21,deviant_target
L339,oddball,ok,,645.0,143,5,0.03496503496503497,114,standard,24,deviant_target
L340,oddball,ok,,639.0,146,20,0.136986301369863,104,standard,22,deviant_target
L3434,oddball,ok,,634.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L3438,oddball,ok,,658.0,149,0,0.0,124,standard,25,deviant_target
L3446,oddball,ok,,633.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L3450,oddball,ok,,640.0,120,7,0.058333333333333334,95,standard,18,deviant_target
L3464,oddball,ok,,660.0,146,9,0.06164383561643835,113,standard,24,deviant_target
L3529,oddball,ok,,641.0,147,3,0.02040816326530612,120,standard,24,deviant_target
L353,oddball,ok,,659.0,147,18,0.12244897959183673,108,standard,21,deviant_target
L3539,oddball,ok,,640.0,150,7,0.04666666666666667,119,standard,24,deviant_target
L354,oddball,ok,,646.0,140,8,0.05714285714285714,113,standard,19,deviant_target
L3552,oddball,ok,,649.0,150,16,0.10666666666666667,111,standard,23,deviant_target
L3560,oddball,ok,,645.0,150,0,0.0,125,standard,25,deviant_target
L3561,oddball,ok,,648.0,148,64,0.43243243243243246,72,standard,12,deviant_target
L3564,oddball,ok,,648.0,149,21,0.14093959731543623,103,standard,25,deviant_target
L357,oddball,ok,,640.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L3579,oddball,ok,,646.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L3585,oddball,ok,,628.0,150,0,0.0,125,standard,25,deviant_target
L3586,oddball,ok,,743.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3597,oddball,ok,,640.0,147,11,0.07482993197278912,113,standard,23,deviant_target
L3604,oddball,ok,,640.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L3606,oddball,ok,,643.0,150,4,0.02666666666666667,121,standard,25,deviant_target
L3607,oddball,ok,,641.0,148,43,0.2905405405405405,87,standard,18,deviant_target
L3610,oddball,ok,,641.0,147,18,0.12244897959183673,107,standard,22,deviant_target
L3622,oddball,ok,,647.0,150,48,0.32,82,standard,20,deviant_target
L3650,oddball,ok,,642.0,150,6,0.04,119,standard,25,deviant_target
L3651,oddball,ok,,637.0,148,0,0.0,123,standard,25,deviant_target
L3670,oddball,ok,,640.0,146,6,0.0410958904109589,117,standard,23,deviant_target
L3676,oddball,ok,,643.0,149,0,0.0,125,standard,24,deviant_target
L3683,oddball,ok,,631.0,150,0,0.0,125,standard,25,deviant_target
L3687,oddball,ok,,636.0,148,0,0.0,123,standard,25,deviant_target
L37,oddball,ok,,643.0,149,5,0.03355704697986577,119,standard,25,deviant_target
L3700,oddball,ok,,634.0,149,7,0.04697986577181208,117,standard,25,deviant_target
L3703,oddball,ok,,736.0,135,15,0.1111111111111111,98,standard,22,deviant_target
L3710,oddball,ok,,639.0,147,6,0.04081632653061224,118,standard,23,deviant_target
L3729,oddball,ok,,641.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L3730,oddball,ok,,636.0,147,0,0.0,122,standard,25,deviant_target
L3732,oddball,ok,,636.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L39,oddball,ok,,642.0,147,9,0.061224489795918366,117,standard,21,deviant_target
L3941,oddball,ok,,642.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L3952,oddball,ok,,656.0,147,0,0.0,124,standard,23,deviant_target
L3966,oddball,ok,,641.0,147,8,0.05442176870748299,117,standard,22,deviant_target
L3972,oddball,ok,,650.0,147,16,0.10884353741496598,111,standard,20,deviant_target
L3973,oddball,ok,,645.0,150,7,0.04666666666666667,120,standard,23,deviant_target
L3994,oddball,ok,,663.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L4018,oddball,ok,,639.0,148,8,0.05405405405405406,117,standard,23,deviant_target
L4023,oddball,ok,,634.0,150,5,0.03333333333333333,122,standard,23,deviant_target
L4025,oddball,ok,,672.0,146,72,0.4931506849315068,60,standard,14,deviant_target
L4034,oddball,ok,,640.0,150,24,0.16,106,standard,20,deviant_target
L4035,oddball,ok,,645.0,148,38,0.25675675675675674,93,standard,17,deviant_target
L4044,oddball,ok,,644.0,148,0,0.0,124,standard,24,deviant_target
L4045,oddball,ok,,652.0,144,42,0.2916666666666667,81,standard,21,deviant_target
L4055,oddball,ok,,639.0,146,1,0.00684931506849315,121,standard,24,deviant_target
L4056,oddball,ok,,645.0,149,20,0.1342281879194631,108,standard,21,deviant_target
L4065,oddball,blocked,too_few_trials_code_11,670.0,124,123,0.9919354838709677,1,standard,0,deviant_target
L4067,oddball,ok,,636.0,150,18,0.12,109,standard,23,deviant_target
L4075,oddball,ok,,637.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L4076,oddball,ok,,636.0,148,39,0.2635135135135135,93,standard,16,deviant_target
L4081,oddball,ok,,649.0,150,20,0.13333333333333333,108,standard,22,deviant_target
L4082,oddball,ok,,725.0,149,12,0.08053691275167785,114,standard,23,deviant_target
L4090,oddball,ok,,652.0,132,25,0.1893939393939394,89,standard,18,deviant_target
L4105,oddball,ok,,641.0,150,41,0.2733333333333333,93,standard,16,deviant_target
L4106,oddball,ok,,651.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L4111,oddball,ok,,642.0,144,3,0.020833333333333332,116,standard,25,deviant_target
L4112,oddball,ok,,637.0,149,84,0.5637583892617449,56,standard,9,deviant_target
L4114,oddball,ok,,638.0,150,25,0.16666666666666666,101,standard,24,deviant_target
L4118,oddball,ok,,638.0,149,0,0.0,124,standard,25,deviant_target
L414,oddball,ok,,655.0,150,40,0.26666666666666666,92,standard,18,deviant_target
L4199,oddball,ok,,638.0,148,34,0.22972972972972974,95,standard,19,deviant_target
L4201,oddball,ok,,639.0,148,5,0.033783783783783786,119,standard,24,deviant_target
L4215,oddball,ok,,639.0,149,6,0.040268456375838924,118,standard,25,deviant_target
L4219,oddball,ok,,643.0,150,2,0.013333333333333334,124,standard,24,deviant_target
L4223,oddball,ok,,689.0,120,0,0.0,100,standard,20,deviant_target
L4226,oddball,ok,,642.0,144,32,0.2222222222222222,91,standard,21,deviant_target
L4228,oddball,ok,,639.0,149,40,0.2684563758389262,91,standard,18,deviant_target
L4229,oddball,ok,,636.0,147,19,0.1292517006802721,113,standard,15,deviant_target
L4245,oddball,ok,,637.0,149,5,0.03355704697986577,120,standard,24,deviant_target
L4249,oddball,ok,,642.0,146,5,0.03424657534246575,119,standard,22,deviant_target
L4251,oddball,ok,,648.0,149,7,0.04697986577181208,118,standard,24,deviant_target
L4253,oddball,ok,,673.0,120,2,0.016666666666666666,98,standard,20,deviant_target
L4259,oddball,ok,,641.0,147,37,0.25170068027210885,89,standard,21,deviant_target
L428,oddball,ok,,636.0,148,52,0.35135135135135137,80,standard,16,deviant_target
L4288,oddball,ok,,778.0,136,19,0.13970588235294118,97,standard,20,deviant_target
L429,oddball,ok,,643.0,150,30,0.2,99,standard,21,deviant_target
L4299,oddball,ok,,656.0,113,44,0.3893805309734513,58,standard,11,deviant_target
L4309,oddball,ok,,680.0,147,72,0.4897959183673469,64,standard,11,deviant_target
L4312,oddball,ok,,633.0,150,38,0.25333333333333335,94,standard,18,deviant_target
L4317,oddball,ok,,657.0,148,28,0.1891891891891892,102,standard,18,deviant_target
L4345,oddball,ok,,615.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L4383,oddball,ok,,648.0,142,4,0.028169014084507043,114,standard,24,deviant_target
L4384,oddball,ok,,634.0,149,0,0.0,124,standard,25,deviant_target
L4387,oddball,ok,,655.0,147,8,0.05442176870748299,115,standard,24,deviant_target
L4388,oddball,ok,,642.0,148,4,0.02702702702702703,119,standard,25,deviant_target
L4392,oddball,ok,,641.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L4393,oddball,ok,,722.0,139,9,0.06474820143884892,107,standard,23,deviant_target
L4397,oddball,ok,,657.0,147,96,0.6530612244897959,43,standard,8,deviant_target
L4400,oddball,ok,,646.0,145,2,0.013793103448275862,118,standard,25,deviant_target
L4430,oddball,ok,,674.0,121,14,0.11570247933884298,90,standard,17,deviant_target
L4455,oddball,ok,,651.0,140,3,0.02142857142857143,115,standard,22,deviant_target
L446,oddball,ok,,641.0,149,17,0.11409395973154363,109,standard,23,deviant_target
L4469,oddball,ok,,667.0,126,2,0.015873015873015872,104,standard,20,deviant_target
L4473,oddball,ok,,652.0,148,7,0.0472972972972973,116,standard,25,deviant_target
L4478,oddball,ok,,652.0,139,6,0.04316546762589928,110,standard,23,deviant_target
L4479,oddball,ok,,661.0,143,0,0.0,119,standard,24,deviant_target
L448,oddball,ok,,633.0,149,26,0.174496644295302,100,standard,23,deviant_target
L4482,oddball,ok,,644.0,149,5,0.03355704697986577,119,standard,25,deviant_target
L4483,oddball,ok,,643.0,147,1,0.006802721088435374,121,standard,25,deviant_target
L4485,oddball,ok,,640.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L4486,oddball,ok,,642.0,149,31,0.2080536912751678,97,standard,21,deviant_target
L4492,oddball,ok,,671.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L4500,oddball,ok,,638.0,149,0,0.0,124,standard,25,deviant_target
