task,model,fold,split,L_id,label
1back,inceptiontime,1,test,L4034,1
1back,inceptiontime,1,test,L4047,1
1back,inceptiontime,1,test,L4068,0
1back,inceptiontime,1,test,L4083,1
1back,inceptiontime,1,test,L4085,0
1back,inceptiontime,1,test,L4100,1
1back,inceptiontime,1,test,L4114,1
1back,inceptiontime,1,test,L4115,1
1back,inceptiontime,1,test,L4116,1
1back,inceptiontime,1,test,L4118,0
1back,inceptiontime,1,test,L415,1
1back,inceptiontime,1,test,L4197,1
1back,inceptiontime,1,test,L421,0
1back,inceptiontime,1,test,L4214,0
1back,inceptiontime,1,test,L4226,1
1back,inceptiontime,1,test,L4244,0
1back,inceptiontime,1,test,L4257,1
1back,inceptiontime,1,test,L4269,0
1back,inceptiontime,1,test,L4278,0
1back,inceptiontime,1,test,L4299,0
1back,inceptiontime,1,test,L4312,0
1back,inceptiontime,1,test,L4314,0
1back,inceptiontime,1,test,L4318,0
1back,inceptiontime,1,test,L4320,0
1back,inceptiontime,1,test,L4324,0
1back,inceptiontime,1,test,L4325,1
1back,inceptiontime,1,test,L4339,0
1back,inceptiontime,1,test,L4341,1
1back,inceptiontime,1,test,L4348,0
1back,inceptiontime,1,test,L4349,0
1back,inceptiontime,1,test,L435,0
1back,inceptiontime,1,test,L4354,0
1back,inceptiontime,1,test,L4355,0
1back,inceptiontime,1,test,L4359,1
1back,inceptiontime,1,test,L4362,1
1back,inceptiontime,1,test,L4369,1
1back,inceptiontime,1,test,L437,0
1back,inceptiontime,1,test,L4378,1
1back,inceptiontime,1,test,L4381,1
1back,inceptiontime,1,test,L4382,1
1back,inceptiontime,1,test,L4388,0
1back,inceptiontime,1,test,L4395,1
1back,inceptiontime,1,test,L4399,1
1back,inceptiontime,1,test,L4408,0
1back,inceptiontime,1,test,L4409,0
1back,inceptiontime,1,test,L4419,0
1back,inceptiontime,1,test,L4423,1
1back,inceptiontime,1,test,L4431,0
1back,inceptiontime,1,test,L4433,0
1back,inceptiontime,1,test,L4434,0
1back,inceptiontime,1,test,L4438,0
1back,inceptiontime,1,test,L444,0
1back,inceptiontime,1,test,L4440,1
1back,inceptiontime,1,test,L4443,1
1back,inceptiontime,1,test,L4446,0
1back,inceptiontime,1,test,L4447,1
1back,inceptiontime,1,test,L4452,1
1back,inceptiontime,1,test,L4464,1
1back,inceptiontime,1,test,L4469,0
1back,inceptiontime,1,test,L4478,0
1back,inceptiontime,1,test,L4484,0
1back,inceptiontime,1,test,L4485,0
1back,inceptiontime,1,test,L4498,0
1back,inceptiontime,1,test,L4519,1
1back,inceptiontime,1,test,L4521,1
1back,inceptiontime,1,test,L4527,1
1back,inceptiontime,1,test,L4533,1
1back,inceptiontime,1,test,L4536,1
1back,inceptiontime,1,test,L4540,1
1back,inceptiontime,1,test,L4544,0
1back,inceptiontime,1,test,L4548,1
1back,inceptiontime,1,test,L4561,1
1back,inceptiontime,1,test,L4565,0
1back,inceptiontime,1,test,L4576,1
1back,inceptiontime,1,test,L4579,1
1back,inceptiontime,1,test,L4584,1
1back,inceptiontime,1,test,L4585,0
1back,inceptiontime,1,test,L46,1
1back,inceptiontime,1,test,L461,0
1back,inceptiontime,1,test,L465,0
1back,inceptiontime,1,test,L466,1
1back,inceptiontime,1,test,L467,1
1back,inceptiontime,1,test,L480,0
1back,inceptiontime,1,test,L49,0
1back,inceptiontime,1,test,L492,0
1back,inceptiontime,1,test,L501,0
1back,inceptiontime,1,test,L503,0
1back,inceptiontime,1,test,L504,0
1back,inceptiontime,1,test,L509,0
1back,inceptiontime,1,test,L523,1
1back,inceptiontime,1,test,L528,1
1back,inceptiontime,1,test,L529,1
1back,inceptiontime,1,test,L532,0
1back,inceptiontime,1,test,L549,0
1back,inceptiontime,1,test,L553,0
1back,inceptiontime,1,test,L559,1
1back,inceptiontime,1,test,L56,0
1back,inceptiontime,1,test,L562,0
1back,inceptiontime,1,test,L563,0
1back,inceptiontime,1,test,L564,0
1back,inceptiontime,1,test,L57,0
1back,inceptiontime,1,test,L574,0
1back,inceptiontime,1,test,L576,0
1back,inceptiontime,1,test,L581,1
1back,inceptiontime,1,test,L584,1
1back,inceptiontime,1,test,L587,0
1back,inceptiontime,1,test,L591,0
1back,inceptiontime,1,test,L597,0
1back,inceptiontime,1,test,L60,1
1back,inceptiontime,1,test,L610,0
1back,inceptiontime,1,test,L617,0
1back,inceptiontime,1,test,L618,0
1back,inceptiontime,1,test,L621,0
1back,inceptiontime,1,test,L63,0
1back,inceptiontime,1,test,L630,0
1back,inceptiontime,1,test,L634,1
1back,inceptiontime,1,test,L64,0
1back,inceptiontime,1,test,L648,0
1back,inceptiontime,1,test,L662,0
1back,inceptiontime,1,test,L675,0
1back,inceptiontime,1,test,L676,1
1back,inceptiontime,1,test,L697,1
1back,inceptiontime,1,test,L702,0
1back,inceptiontime,1,test,L707,0
1back,inceptiontime,1,test,L72,1
1back,inceptiontime,1,test,L726,1
1back,inceptiontime,1,test,L73,0
1back,inceptiontime,1,test,L731,0
1back,inceptiontime,1,test,L740,0
1back,inceptiontime,1,test,L746,0
1back,inceptiontime,1,test,L751,0
1back,inceptiontime,1,test,L768,1
1back,inceptiontime,1,test,L769,0
1back,inceptiontime,1,test,L773,0
1back,inceptiontime,1,test,L779,1
1back,inceptiontime,1,test,L79,0
1back,inceptiontime,1,test,L795,0
1back,inceptiontime,1,test,L808,0
1back,inceptiontime,1,test,L810,0
1back,inceptiontime,1,test,L851,0
1back,inceptiontime,1,test,L853,0
1back,inceptiontime,1,test,L854,0
1back,inceptiontime,1,test,L88,0
1back,inceptiontime,1,test,L89,0
1back,inceptiontime,2,train,L10,0
1back,inceptiontime,2,train,L100,0
1back,inceptiontime,2,train,L101,0
1back,inceptiontime,2,train,L102,1
1back,inceptiontime,2,train,L104,0
1back,inceptiontime,2,train,L106,1
1back,inceptiontime,2,train,L107,0
1back,inceptiontime,2,train,L108,0
1back,inceptiontime,2,train,L111,1
1back,inceptiontime,2,train,L112,0
1back,inceptiontime,2,train,L113,0
1back,inceptiontime,2,train,L114,0
1back,inceptiontime,2,train,L115,1
1back,inceptiontime,2,train,L116,0
1back,inceptiontime,2,train,L117,0
1back,inceptiontime,2,train,L118,1
1back,inceptiontime,2,train,L119,0
1back,inceptiontime,2,train,L120,0
1back,inceptiontime,2,train,L121,0
1back,inceptiontime,2,train,L122,0
1back,inceptiontime,2,train,L124,0
1back,inceptiontime,2,train,L125,1
1back,inceptiontime,2,train,L126,0
1back,inceptiontime,2,train,L127,0
1back,inceptiontime,2,train,L128,0
1back,inceptiontime,2,train,L129,0
1back,inceptiontime,2,train,L130,0
1back,inceptiontime,2,train,L131,1
1back,inceptiontime,2,train,L132,0
1back,inceptiontime,2,train,L134,1
1back,inceptiontime,2,train,L135,0
1back,inceptiontime,2,train,L136,0
1back,inceptiontime,2,train,L137,0
1back,inceptiontime,2,train,L138,0
1back,inceptiontime,2,train,L139,0
1back,inceptiontime,2,train,L14,0
1back,inceptiontime,2,train,L140,0
1back,inceptiontime,2,train,L141,1
1back,inceptiontime,2,train,L142,1
1back,inceptiontime,2,train,L145,0
1back,inceptiontime,2,train,L146,0
1back,inceptiontime,2,train,L147,0
1back,inceptiontime,2,train,L148,1
1back,inceptiontime,2,train,L15,0
1back,inceptiontime,2,train,L150,0
1back,inceptiontime,2,train,L152,0
1back,inceptiontime,2,train,L154,1
1back,inceptiontime,2,train,L155,0
1back,inceptiontime,2,train,L157,1
1back,inceptiontime,2,train,L158,0
1back,inceptiontime,2,train,L159,0
1back,inceptiontime,2,train,L16,1
1back,inceptiontime,2,train,L160,0
1back,inceptiontime,2,train,L1609,0
1back,inceptiontime,2,train,L161,1
1back,inceptiontime,2,train,L1610,0
1back,inceptiontime,2,train,L1612,0
1back,inceptiontime,2,train,L1615,1
1back,inceptiontime,2,train,L1616,0
1back,inceptiontime,2,train,L1619,0
1back,inceptiontime,2,train,L162,0
1back,inceptiontime,2,train,L1622,1
1back,inceptiontime,2,train,L1624,1
1back,inceptiontime,2,train,L1627,0
1back,inceptiontime,2,train,L1628,0
1back,inceptiontime,2,train,L163,0
1back,inceptiontime,2,train,L1630,0
1back,inceptiontime,2,train,L1631,0
1back,inceptiontime,2,train,L1632,0
1back,inceptiontime,2,train,L1633,0
1back,inceptiontime,2,train,L1635,0
1back,inceptiontime,2,train,L1638,0
1back,inceptiontime,2,train,L1639,1
1back,inceptiontime,2,train,L164,1
1back,inceptiontime,2,train,L1641,1
1back,inceptiontime,2,train,L1642,1
1back,inceptiontime,2,train,L1643,0
1back,inceptiontime,2,train,L1644,0
1back,inceptiontime,2,train,L1645,1
1back,inceptiontime,2,train,L1648,1
1back,inceptiontime,2,train,L1649,0
1back,inceptiontime,2,train,L1650,0
1back,inceptiontime,2,train,L1651,0
1back,inceptiontime,2,train,L1652,0
1back,inceptiontime,2,train,L1654,0
1back,inceptiontime,2,train,L1655,0
1back,inceptiontime,2,train,L1656,0
1back,inceptiontime,2,train,L1658,0
1back,inceptiontime,2,train,L1659,0
1back,inceptiontime,2,train,L1660,0
1back,inceptiontime,2,train,L1662,1
1back,inceptiontime,2,train,L1663,1
1back,inceptiontime,2,train,L1664,1
1back,inceptiontime,2,train,L1666,1
1back,inceptiontime,2,train,L1667,0
1back,inceptiontime,2,train,L1668,1
1back,inceptiontime,2,train,L167,0
1back,inceptiontime,2,train,L1671,0
1back,inceptiontime,2,train,L1672,0
1back,inceptiontime,2,train,L1674,0
1back,inceptiontime,2,train,L1676,0
1back,inceptiontime,2,train,L1677,1
1back,inceptiontime,2,train,L1678,0
1back,inceptiontime,2,train,L1680,0
1back,inceptiontime,2,train,L1681,0
1back,inceptiontime,2,train,L1684,0
1back,inceptiontime,2,train,L1686,1
1back,inceptiontime,2,train,L1689,1
1back,inceptiontime,2,train,L169,0
1back,inceptiontime,2,train,L1694,0
1back,inceptiontime,2,train,L1697,0
1back,inceptiontime,2,train,L1698,0
1back,inceptiontime,2,train,L1699,0
1back,inceptiontime,2,train,L1702,0
1back,inceptiontime,2,train,L1703,1
1back,inceptiontime,2,train,L1706,0
1back,inceptiontime,2,train,L1707,0
1back,inceptiontime,2,train,L1708,1
1back,inceptiontime,2,train,L1709,1
1back,inceptiontime,2,train,L171,1
1back,inceptiontime,2,train,L1710,0
1back,inceptiontime,2,train,L1712,0
1back,inceptiontime,2,train,L1714,0
1back,inceptiontime,2,train,L1715,0
1back,inceptiontime,2,train,L1718,0
1back,inceptiontime,2,train,L1719,0
1back,inceptiontime,2,train,L172,0
1back,inceptiontime,2,train,L1720,0
1back,inceptiontime,2,train,L1722,1
1back,inceptiontime,2,train,L1723,0
1back,inceptiontime,2,train,L173,0
1back,inceptiontime,2,train,L174,0
1back,inceptiontime,2,train,L175,0
1back,inceptiontime,2,train,L176,0
1back,inceptiontime,2,train,L177,0
1back,inceptiontime,2,train,L179,0
1back,inceptiontime,2,train,L18,0
1back,inceptiontime,2,train,L180,0
1back,inceptiontime,2,train,L181,0
1back,inceptiontime,2,train,L1816,1
1back,inceptiontime,2,train,L182,0
1back,inceptiontime,2,train,L183,0
1back,inceptiontime,2,train,L184,1
1back,inceptiontime,2,train,L186,0
1back,inceptiontime,2,train,L187,0
1back,inceptiontime,2,train,L1891,0
1back,inceptiontime,2,train,L1892,0
1back,inceptiontime,2,train,L1894,1
1back,inceptiontime,2,train,L1895,0
1back,inceptiontime,2,train,L1896,0
1back,inceptiontime,2,train,L1898,0
1back,inceptiontime,2,train,L1899,1
1back,inceptiontime,2,train,L19,1
1back,inceptiontime,2,train,L1903,1
1back,inceptiontime,2,train,L1906,0
1back,inceptiontime,2,train,L1909,1
1back,inceptiontime,2,train,L191,0
1back,inceptiontime,2,train,L1911,1
1back,inceptiontime,2,train,L192,1
1back,inceptiontime,2,train,L195,0
1back,inceptiontime,2,train,L196,1
1back,inceptiontime,2,train,L198,0
1back,inceptiontime,2,train,L199,0
1back,inceptiontime,2,train,L201,0
1back,inceptiontime,2,train,L202,0
1back,inceptiontime,2,train,L205,1
1back,inceptiontime,2,train,L2058,0
1back,inceptiontime,2,train,L206,1
1back,inceptiontime,2,train,L208,0
1back,inceptiontime,2,train,L210,1
1back,inceptiontime,2,train,L211,0
1back,inceptiontime,2,train,L213,0
1back,inceptiontime,2,train,L214,0
1back,inceptiontime,2,train,L217,1
1back,inceptiontime,2,train,L220,1
1back,inceptiontime,2,train,L222,0
1back,inceptiontime,2,train,L226,0
1back,inceptiontime,2,train,L228,0
1back,inceptiontime,2,train,L24,0
1back,inceptiontime,2,train,L242,0
1back,inceptiontime,2,train,L243,0
1back,inceptiontime,2,train,L244,1
1back,inceptiontime,2,train,L247,0
1back,inceptiontime,2,train,L249,0
1back,inceptiontime,2,train,L251,1
1back,inceptiontime,2,train,L2510,1
1back,inceptiontime,2,train,L2517,0
1back,inceptiontime,2,train,L2518,1
1back,inceptiontime,2,train,L252,1
1back,inceptiontime,2,train,L2521,1
1back,inceptiontime,2,train,L2524,0
1back,inceptiontime,2,train,L2525,0
1back,inceptiontime,2,train,L2527,0
1back,inceptiontime,2,train,L2528,1
1back,inceptiontime,2,train,L2531,1
1back,inceptiontime,2,train,L2533,1
1back,inceptiontime,2,train,L2534,0
1back,inceptiontime,2,train,L2535,0
1back,inceptiontime,2,train,L2541,0
1back,inceptiontime,2,train,L2542,1
1back,inceptiontime,2,train,L2548,0
1back,inceptiontime,2,train,L2549,1
1back,inceptiontime,2,train,L255,0
1back,inceptiontime,2,train,L2550,1
1back,inceptiontime,2,train,L2551,0
1back,inceptiontime,2,train,L2552,1
1back,inceptiontime,2,train,L2553,1
1back,inceptiontime,2,train,L2554,1
1back,inceptiontime,2,train,L2555,0
1back,inceptiontime,2,train,L2556,0
1back,inceptiontime,2,train,L2557,1
1back,inceptiontime,2,train,L2558,0
1back,inceptiontime,2,train,L2559,0
1back,inceptiontime,2,train,L2560,1
1back,inceptiontime,2,train,L2561,0
1back,inceptiontime,2,train,L2563,0
1back,inceptiontime,2,train,L2564,0
1back,inceptiontime,2,train,L2565,0
1back,inceptiontime,2,train,L2566,1
1back,inceptiontime,2,train,L2569,0
1back,inceptiontime,2,train,L2572,0
1back,inceptiontime,2,train,L2573,0
1back,inceptiontime,2,train,L2574,0
1back,inceptiontime,2,train,L2575,0
1back,inceptiontime,2,train,L2576,0
1back,inceptiontime,2,train,L2577,0
1back,inceptiontime,2,train,L2579,0
1back,inceptiontime,2,train,L258,0
1back,inceptiontime,2,train,L2580,0
1back,inceptiontime,2,train,L2581,0
1back,inceptiontime,2,train,L2582,0
1back,inceptiontime,2,train,L2583,0
1back,inceptiontime,2,train,L2586,0
1back,inceptiontime,2,train,L2587,1
1back,inceptiontime,2,train,L2588,0
1back,inceptiontime,2,train,L2589,1
1back,inceptiontime,2,train,L259,1
1back,inceptiontime,2,train,L2590,0
1back,inceptiontime,2,train,L2591,0
1back,inceptiontime,2,train,L2594,0
1back,inceptiontime,2,train,L2595,0
1back,inceptiontime,2,train,L2596,0
1back,inceptiontime,2,train,L2598,1
1back,inceptiontime,2,train,L2599,0
1back,inceptiontime,2,train,L26,1
1back,inceptiontime,2,train,L2600,1
1back,inceptiontime,2,train,L2601,0
1back,inceptiontime,2,train,L2603,1
1back,inceptiontime,2,train,L2604,0
1back,inceptiontime,2,train,L2605,0
1back,inceptiontime,2,train,L2607,0
1back,inceptiontime,2,train,L2608,1
1back,inceptiontime,2,train,L261,0
1back,inceptiontime,2,train,L2610,0
1back,inceptiontime,2,train,L2613,0
1back,inceptiontime,2,train,L2616,0
1back,inceptiontime,2,train,L2618,0
1back,inceptiontime,2,train,L2619,0
1back,inceptiontime,2,train,L262,0
1back,inceptiontime,2,train,L2622,0
1back,inceptiontime,2,train,L2623,0
1back,inceptiontime,2,train,L2627,1
1back,inceptiontime,2,train,L2628,0
1back,inceptiontime,2,train,L2629,0
1back,inceptiontime,2,train,L263,0
1back,inceptiontime,2,train,L2630,1
1back,inceptiontime,2,train,L2631,0
1back,inceptiontime,2,train,L2633,1
1back,inceptiontime,2,train,L2634,0
1back,inceptiontime,2,train,L2635,1
1back,inceptiontime,2,train,L2636,1
1back,inceptiontime,2,train,L2637,1
1back,inceptiontime,2,train,L264,0
1back,inceptiontime,2,train,L2640,0
1back,inceptiontime,2,train,L2644,0
1back,inceptiontime,2,train,L2645,1
1back,inceptiontime,2,train,L2647,0
1back,inceptiontime,2,train,L2648,0
1back,inceptiontime,2,train,L2650,0
1back,inceptiontime,2,train,L2651,0
1back,inceptiontime,2,train,L2652,0
1back,inceptiontime,2,train,L2654,1
1back,inceptiontime,2,train,L2655,1
1back,inceptiontime,2,train,L2656,0
1back,inceptiontime,2,train,L2657,0
1back,inceptiontime,2,train,L2658,0
1back,inceptiontime,2,train,L2660,1
1back,inceptiontime,2,train,L2662,0
1back,inceptiontime,2,train,L2664,0
1back,inceptiontime,2,train,L2665,0
1back,inceptiontime,2,train,L2666,0
1back,inceptiontime,2,train,L2667,0
1back,inceptiontime,2,train,L2669,0
1back,inceptiontime,2,train,L2671,0
1back,inceptiontime,2,train,L2672,0
1back,inceptiontime,2,train,L2673,1
1back,inceptiontime,2,train,L2674,0
1back,inceptiontime,2,train,L2675,0
1back,inceptiontime,2,train,L2676,0
1back,inceptiontime,2,train,L2678,1
1back,inceptiontime,2,train,L2679,0
1back,inceptiontime,2,train,L2681,1
1back,inceptiontime,2,train,L2682,1
1back,inceptiontime,2,train,L2683,0
1back,inceptiontime,2,train,L2684,1
1back,inceptiontime,2,train,L2685,0
1back,inceptiontime,2,train,L2686,0
1back,inceptiontime,2,train,L2687,0
1back,inceptiontime,2,train,L2688,0
1back,inceptiontime,2,train,L2689,0
1back,inceptiontime,2,train,L2690,0
1back,inceptiontime,2,train,L2692,0
1back,inceptiontime,2,train,L2693,0
1back,inceptiontime,2,train,L2694,0
1back,inceptiontime,2,train,L2695,0
1back,inceptiontime,2,train,L2696,1
1back,inceptiontime,2,train,L2705,0
1back,inceptiontime,2,train,L2707,0
1back,inceptiontime,2,train,L2708,0
1back,inceptiontime,2,train,L2709,1
1back,inceptiontime,2,train,L2710,1
1back,inceptiontime,2,train,L2711,0
1back,inceptiontime,2,train,L2712,0
1back,inceptiontime,2,train,L2714,0
1back,inceptiontime,2,train,L2715,0
1back,inceptiontime,2,train,L2716,0
1back,inceptiontime,2,train,L2717,0
1back,inceptiontime,2,train,L2718,0
1back,inceptiontime,2,train,L2719,0
1back,inceptiontime,2,train,L2720,0
1back,inceptiontime,2,train,L2721,1
1back,inceptiontime,2,train,L2723,0
1back,inceptiontime,2,train,L2724,0
1back,inceptiontime,2,train,L2726,0
1back,inceptiontime,2,train,L2727,0
1back,inceptiontime,2,train,L2728,1
1back,inceptiontime,2,train,L2729,0
1back,inceptiontime,2,train,L273,1
1back,inceptiontime,2,train,L2731,0
1back,inceptiontime,2,train,L2732,0
1back,inceptiontime,2,train,L2733,0
1back,inceptiontime,2,train,L2734,0
1back,inceptiontime,2,train,L2737,1
1back,inceptiontime,2,train,L2738,1
1back,inceptiontime,2,train,L2739,1
1back,inceptiontime,2,train,L2741,1
1back,inceptiontime,2,train,L2742,0
1back,inceptiontime,2,train,L2744,1
1back,inceptiontime,2,train,L2745,1
1back,inceptiontime,2,train,L2746,0
1back,inceptiontime,2,train,L2747,1
1back,inceptiontime,2,train,L2748,0
1back,inceptiontime,2,train,L2749,0
1back,inceptiontime,2,train,L275,1
1back,inceptiontime,2,train,L2751,0
1back,inceptiontime,2,train,L2753,0
1back,inceptiontime,2,train,L2755,0
1back,inceptiontime,2,train,L2756,0
1back,inceptiontime,2,train,L2757,0
1back,inceptiontime,2,train,L2758,0
1back,inceptiontime,2,train,L2759,1
1back,inceptiontime,2,train,L2760,0
1back,inceptiontime,2,train,L2761,1
1back,inceptiontime,2,train,L2764,1
1back,inceptiontime,2,train,L2765,0
1back,inceptiontime,2,train,L2766,0
1back,inceptiontime,2,train,L2767,1
1back,inceptiontime,2,train,L2768,1
1back,inceptiontime,2,train,L277,0
1back,inceptiontime,2,train,L2770,0
1back,inceptiontime,2,train,L2771,0
1back,inceptiontime,2,train,L2773,0
1back,inceptiontime,2,train,L2776,1
1back,inceptiontime,2,train,L2777,0
1back,inceptiontime,2,train,L2778,0
1back,inceptiontime,2,train,L2779,0
1back,inceptiontime,2,train,L2780,0
1back,inceptiontime,2,train,L2782,0
1back,inceptiontime,2,train,L2783,0
1back,inceptiontime,2,train,L2784,0
1back,inceptiontime,2,train,L2785,0
1back,inceptiontime,2,train,L2786,0
1back,inceptiontime,2,train,L2787,0
1back,inceptiontime,2,train,L2788,0
1back,inceptiontime,2,train,L2789,0
1back,inceptiontime,2,train,L2790,1
1back,inceptiontime,2,train,L2792,0
1back,inceptiontime,2,train,L2793,0
1back,inceptiontime,2,train,L2794,1
1back,inceptiontime,2,train,L2795,1
1back,inceptiontime,2,train,L2796,1
1back,inceptiontime,2,train,L2797,0
1back,inceptiontime,2,train,L2798,0
1back,inceptiontime,2,train,L2799,0
1back,inceptiontime,2,train,L28,0
1back,inceptiontime,2,train,L280,0
1back,inceptiontime,2,train,L2801,0
1back,inceptiontime,2,train,L2802,1
1back,inceptiontime,2,train,L2803,0
1back,inceptiontime,2,train,L2804,0
1back,inceptiontime,2,train,L2805,1
1back,inceptiontime,2,train,L2806,0
1back,inceptiontime,2,train,L2807,0
1back,inceptiontime,2,train,L2809,1
1back,inceptiontime,2,train,L2810,0
1back,inceptiontime,2,train,L2811,0
1back,inceptiontime,2,train,L2817,0
1back,inceptiontime,2,train,L2818,0
1back,inceptiontime,2,train,L282,0
1back,inceptiontime,2,train,L2820,0
1back,inceptiontime,2,train,L2821,0
1back,inceptiontime,2,train,L2822,0
1back,inceptiontime,2,train,L2823,0
1back,inceptiontime,2,train,L2824,0
1back,inceptiontime,2,train,L2825,0
1back,inceptiontime,2,train,L2827,0
1back,inceptiontime,2,train,L283,1
1back,inceptiontime,2,train,L2832,0
1back,inceptiontime,2,train,L2835,0
1back,inceptiontime,2,train,L2836,0
1back,inceptiontime,2,train,L2837,1
1back,inceptiontime,2,train,L2838,0
1back,inceptiontime,2,train,L2839,0
1back,inceptiontime,2,train,L2840,0
1back,inceptiontime,2,train,L2842,0
1back,inceptiontime,2,train,L2843,0
1back,inceptiontime,2,train,L2844,0
1back,inceptiontime,2,train,L2845,0
1back,inceptiontime,2,train,L2846,0
1back,inceptiontime,2,train,L2847,0
1back,inceptiontime,2,train,L2848,0
1back,inceptiontime,2,train,L2849,0
1back,inceptiontime,2,train,L2850,0
1back,inceptiontime,2,train,L2851,0
1back,inceptiontime,2,train,L2852,0
1back,inceptiontime,2,train,L2853,0
1back,inceptiontime,2,train,L2854,0
1back,inceptiontime,2,train,L2855,0
1back,inceptiontime,2,train,L286,1
1back,inceptiontime,2,train,L2862,0
1back,inceptiontime,2,train,L2866,0
1back,inceptiontime,2,train,L2867,1
1back,inceptiontime,2,train,L2870,1
1back,inceptiontime,2,train,L2871,0
1back,inceptiontime,2,train,L2872,0
1back,inceptiontime,2,train,L2873,0
1back,inceptiontime,2,train,L2874,0
1back,inceptiontime,2,train,L2875,0
1back,inceptiontime,2,train,L2877,0
1back,inceptiontime,2,train,L2878,0
1back,inceptiontime,2,train,L2879,0
1back,inceptiontime,2,train,L2880,0
1back,inceptiontime,2,train,L2881,0
1back,inceptiontime,2,train,L2882,0
1back,inceptiontime,2,train,L2883,0
1back,inceptiontime,2,train,L2886,0
1back,inceptiontime,2,train,L289,1
1back,inceptiontime,2,train,L2890,0
1back,inceptiontime,2,train,L2891,0
1back,inceptiontime,2,train,L2893,0
1back,inceptiontime,2,train,L2894,0
1back,inceptiontime,2,train,L2895,1
1back,inceptiontime,2,train,L2897,0
1back,inceptiontime,2,train,L2898,0
1back,inceptiontime,2,train,L2899,0
1back,inceptiontime,2,train,L29,1
1back,inceptiontime,2,train,L2900,0
1back,inceptiontime,2,train,L2901,0
1back,inceptiontime,2,train,L2903,0
1back,inceptiontime,2,train,L2904,0
1back,inceptiontime,2,train,L2905,1
1back,inceptiontime,2,train,L2906,0
1back,inceptiontime,2,train,L2908,0
1back,inceptiontime,2,train,L2909,0
1back,inceptiontime,2,train,L2911,0
1back,inceptiontime,2,train,L2915,0
1back,inceptiontime,2,train,L2917,0
1back,inceptiontime,2,train,L2918,1
1back,inceptiontime,2,train,L292,1
1back,inceptiontime,2,train,L2921,0
1back,inceptiontime,2,train,L2922,1
1back,inceptiontime,2,train,L2924,1
1back,inceptiontime,2,train,L2925,0
1back,inceptiontime,2,train,L293,0
1back,inceptiontime,2,train,L2930,0
1back,inceptiontime,2,train,L2932,1
1back,inceptiontime,2,train,L2933,0
1back,inceptiontime,2,train,L2934,0
1back,inceptiontime,2,train,L2935,0
1back,inceptiontime,2,train,L2936,0
1back,inceptiontime,2,train,L2939,1
1back,inceptiontime,2,train,L294,0
1back,inceptiontime,2,train,L2943,0
1back,inceptiontime,2,train,L2945,0
1back,inceptiontime,2,train,L2946,0
1back,inceptiontime,2,train,L2948,0
1back,inceptiontime,2,train,L295,1
1back,inceptiontime,2,train,L2950,1
1back,inceptiontime,2,train,L2954,0
1back,inceptiontime,2,train,L296,1
1back,inceptiontime,2,train,L2960,1
1back,inceptiontime,2,train,L2961,0
1back,inceptiontime,2,train,L2962,0
1back,inceptiontime,2,train,L2965,0
1back,inceptiontime,2,train,L2969,0
1back,inceptiontime,2,train,L2970,0
1back,inceptiontime,2,train,L2973,0
1back,inceptiontime,2,train,L2974,0
1back,inceptiontime,2,train,L2975,1
1back,inceptiontime,2,train,L2976,0
1back,inceptiontime,2,train,L2977,1
1back,inceptiontime,2,train,L2978,0
1back,inceptiontime,2,train,L2979,0
1back,inceptiontime,2,train,L298,1
1back,inceptiontime,2,train,L2980,0
1back,inceptiontime,2,train,L2983,0
1back,inceptiontime,2,train,L2985,0
1back,inceptiontime,2,train,L2986,0
1back,inceptiontime,2,train,L2987,0
1back,inceptiontime,2,train,L2991,1
1back,inceptiontime,2,train,L2995,0
1back,inceptiontime,2,train,L2997,0
1back,inceptiontime,2,train,L2999,0
1back,inceptiontime,2,train,L300,1
1back,inceptiontime,2,train,L3001,0
1back,inceptiontime,2,train,L3002,0
1back,inceptiontime,2,train,L3006,0
1back,inceptiontime,2,train,L3007,0
1back,inceptiontime,2,train,L3010,0
1back,inceptiontime,2,train,L3011,0
1back,inceptiontime,2,train,L3019,0
1back,inceptiontime,2,train,L302,0
1back,inceptiontime,2,train,L3021,1
1back,inceptiontime,2,train,L3023,0
1back,inceptiontime,2,train,L3024,0
1back,inceptiontime,2,train,L3026,0
1back,inceptiontime,2,train,L3027,0
1back,inceptiontime,2,train,L3028,0
1back,inceptiontime,2,train,L3029,0
1back,inceptiontime,2,train,L305,0
1back,inceptiontime,2,train,L3051,0
1back,inceptiontime,2,train,L3053,0
1back,inceptiontime,2,train,L3058,0
1back,inceptiontime,2,train,L3059,1
1back,inceptiontime,2,train,L3060,0
1back,inceptiontime,2,train,L3062,0
1back,inceptiontime,2,train,L3063,0
1back,inceptiontime,2,train,L3065,0
1back,inceptiontime,2,train,L3067,0
1back,inceptiontime,2,train,L3068,0
1back,inceptiontime,2,train,L3069,1
1back,inceptiontime,2,train,L307,0
1back,inceptiontime,2,train,L3071,0
1back,inceptiontime,2,train,L3072,0
1back,inceptiontime,2,train,L3075,0
1back,inceptiontime,2,train,L3077,0
1back,inceptiontime,2,train,L3080,1
1back,inceptiontime,2,train,L3081,1
1back,inceptiontime,2,train,L3084,0
1back,inceptiontime,2,train,L3085,0
1back,inceptiontime,2,train,L3086,0
1back,inceptiontime,2,train,L3087,0
1back,inceptiontime,2,train,L3088,0
1back,inceptiontime,2,train,L3089,0
1back,inceptiontime,2,train,L309,1
